order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD204883,ID5402876145,2022-06-18,Nickolson,"[('Candle Inferno', 1), ('iStream', 1)]",580,48.207,-37.8194101,144.9772839,25,Winter,False,0.68602,four stars good,True
ORD236819,ID3218293528,2022-05-11,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Lucent 330S', 2), ('pearTV', 2)]",41620,79.548,-37.8031927,144.9472978,0,Autumn,True,1.05553,good phone and pricing pricing and functionality just right.,True
ORD338968,ID1900213537,2022-03-03,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040,27.587,-37.8052587,144.9615481,50,Autumn,False,1.51749,box arrived empty! box arrived empty! do not purchase this! it was not delivered by digico as promised and they are refusing to refund or deliver the item again. olivia universe s9 (sm-g960f/ds) 4gb / 64gb 5.8-inches lte dual sim factory... (1),False
ORD010152,ID6167279406,2022-08-30,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2), ('iAssist Line', 1)]",22305,64.853,-37.8085443,144.967578,0,Winter,False,1.13219,"five stars great phone, unlocked. worked with indian sim and also working in india. good battery backup.",True
ORD236306,ID0331164288,2022-12-12,Nickolson,"[('Thunder line', 1), ('iAssist Line', 1)]",4405,52.31,-37.8001117,144.9690652,50,Summer,True,2.05795,"love xiaomi, happy with purchase just got it, it looks amazing - as always great value for money, great quality. camera is amazing!",True
ORD349033,ID6167289324,2022-03-15,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Lucent 330S', 2)]",8960,60.309,-37.80808629999999,144.9689169,25,Autumn,True,1.17113,droid maxx xt1080 because of the long life battery for 48 hour life and previously owning a lucent g - we really like lucentrola products.,True
ORD461033,ID1681675815,2022-11-16,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1), ('iStream', 1)]",13420,105.42,-37.809839200000006,144.97647460000005,0,Spring,True,1.14922,wa as a good buy got it for a friend she's loving it,True
ORD429552,ID2960003292,2022-02-26,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2), ('iStream', 1), ('Candle Inferno', 2)]",7595,50.466,-37.8177924,144.9678069,25,Summer,False,0.17749,"excellent phone this is a budget excellent phone, 128gb the camera is great. value for the money you spend. recomend this 100%",True
ORD137442,ID1492145809,2022-01-24,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Thunder line', 2), ('iAssist Line', 2)]",35350,44.505,-37.81314920000001,144.9514363,50,Summer,True,0.38772,"best phone ever excelente phone, very good looks. battery life its amazing, it could last for 2 days, camera is very good. i will never buy another olivia, huawei o pear, xiaomi haves everything or more to offer for a really really low price, $190 for this phone is unbelievable.",True
ORD417809,ID2207663825,2022-06-18,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",12475,62.851,-37.799875,144.9459571,0,Winter,True,1.42801,bad phone for the price. i just turned this phone on and it has a yellow line down the left side of the screen. i paid alot for this phone. very disappointed.,False
ORD142235,ID4716795812,2022-05-28,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Thunder line', 1)]",25755,80.316,-37.81874620000001,144.9532504,0,Autumn,True,0.86747,great service fast shipping exactly what i ordered super excited... love the phone,True
ORD495269,ID0767583992,2022-12-20,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 2), ('iStream', 2)]",16700,75.526,-37.807883,144.97137519999995,0,Summer,False,1.20317,"five stars like the phone real well but the charger that came with it does not work,",True
ORD068331,ID6167417907,2022-08-29,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",26300,62.257,-37.8170666,144.9530881,0,Winter,True,0.72067,"more like a deception it's a chinese version, mostly unsupported. don't make the same mistake.",False
ORD391077,ID2469585431,2022-06-03,Bakers,"[('Candle Inferno', 1), ('iStream', 1), ('Olivia x460', 2), ('iAssist Line', 1)]",5255,79.272,-37.8001569,144.9871887,0,Winter,True,1.30387,five stars received the phone on time and works fine thanks steve,True
ORD494130,ID0702373605,2022-01-24,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,69.306,-37.8074024,144.9423104,25,Summer,True,0.72068,"serves it's purpose i like it well enough. i am still learning what everything does, but, so far i am happy with it.",True
ORD128878,ID2781290201,2022-05-08,Thompson,"[('pearTV', 2), ('iStream', 2), ('Candle Inferno', 1), ('Universe Note', 2)]",20250,81.023,-37.822463,144.9544537,0,Autumn,True,1.26859,"buy used as good as new. a value like no other. i could have bought new of other than olivia for similar to the used. but nothing beats the aftermarket and support of the big co. reliable, effective, and value off the digico 2nds store.",True
ORD112221,ID1224854722,2022-10-27,Thompson,"[('iStream', 1), ('Alcon 10', 1), ('Thunder line', 2), ('Toshika 750', 1)]",17780,73.723,-37.813603,144.9401868,0,Spring,False,0.61401,"love this phone! really nice phone! best screen resolution, 8 cores, fast as lightening! excellent device without the payments. thanks digico warehouse deals!",True
ORD273399,ID5001030330,2022-12-07,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1), ('Toshika 750', 1)]",8630,56.532,-37.8114653,144.9528619,25,Summer,True,0.5269,phone the phone discharged real fast,False
ORD246180,ID6167441038,2022-08-09,Nickolson,"[('Universe Note', 2), ('Thunder line', 2)]",11260,81.389,-37.8102664,144.96148390000005,0,Winter,True,1.1674,"unlocked olivia focus i917 like windows phone but love android better. don't get the same apps as android or ios, but overall it's a great phone.",True
ORD094173,ID1560149598,2022-11-25,Thompson,"[('Olivia x460', 1), ('iAssist Line', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",12520,77.43,-37.8152763,144.9366486,25,Spring,True,0.9611,good sound works well,True
ORD306673,ID0282825831,2022-11-25,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('iAssist Line', 2)]",18300,39.406,-37.8033206,144.9511536,25,Spring,True,1.10134,olivia is #1. this s4 is absolutely amazing. i love the color of this phone and the quality is just amazing. i really love the packaging it's all original and the service with boost mobile is amazing. i love this phone probably in my top 3 for best phones i've had.,True
ORD133098,ID3163996209,2022-03-03,Thompson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",17085,68.052,-37.8026086,144.957187,0,Autumn,False,1.43076,"long battery good product, long battery life",True
ORD194775,ID0594798649,2022-01-22,Nickolson,"[('iAssist Line', 2), ('Universe Note', 2)]",11350,55.217,-37.8120444,144.96682880000003,25,Summer,False,0.76748,this is a good product for the price. many more things can be done with this inferno 8 than we dreamed about.,True
ORD189439,ID0373656434,2022-06-29,Thompson,"[('iStream', 2), ('iAssist Line', 1), ('Toshika 750', 2), ('pearTV', 2)]",23785,31.987,-37.812521200000006,144.9316072,50,Winter,True,1.35985,not compatible with verizon went to a verizon store and the phone is not compatible with verizon as they said they were 😡,False
ORD407946,ID1479905349,2022-07-04,Thompson,"[('pearTV', 1), ('Toshika 750', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",19590,58.948,-37.8211598,144.9554353,25,Winter,True,1.19739,beautiful and easy to use beautiful and easy to use. i love the hands free talk to text feature. also the battery life and speed that it charges is amazing.,True
ORD028489,ID6245731039,2022-10-02,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 2), ('pearTV', 2)]",20755,78.615,-37.8108441,144.97708930000005,0,Spring,False,1.08807,great prive and value best phone i had so far,True
ORD343375,ID0358732441,2022-11-17,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655,102.031,-37.8193391,144.98325359999995,0,Spring,True,1.20778,five stars i love it. 5 stars,True
ORD497793,ID6167344561,2022-07-19,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",29000,29.69,-37.8160506,144.97222109999996,50,Winter,True,0.3679,not unlocked if i could give it less i would i’m in another country and ordered this phone for my mom and it was not unlocked now she is having problems and isn’t able to use it!!!! horrible advertisement,False
ORD012691,ID0317903855,2022-12-12,Thompson,"[('Toshika 750', 1), ('iStream', 1), ('Thunder line', 2), ('Olivia x460', 1)]",10055,72.174,-37.8085408,144.9578834,25,Summer,True,1.05649,this is a good phone but the one i had couldn't get updated ... i returned it and got the note 5 instead. this is a good phone but the one i had couldn't get updated to the lastest version of android that at&t released. there's also a lot of junk at&t apps that i don't need and can't delete.,True
ORD463429,ID6167289326,2022-07-24,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",10445,33.77,-37.8081463,144.9689431,50,Winter,False,1.16435,five stars working great,True
ORD310564,ID0571730618,2022-09-09,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",23485,79.052,-37.8188302,144.9567625,0,Spring,False,1.0938,two year old design performs better than mid-tier phones - and its cheaper android 9 (pie) is great. got it right away with this phone.,True
ORD378239,ID3895980379,2022-11-03,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 2)]",5640,35.576,-37.8118128,144.94602,50,Spring,False,0.13297,it does everything we need. a very capable smart phone. do not know why we would need to spend more.,True
ORD258311,ID0456878877,2022-03-18,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,60.877,-37.8202311,144.9699743,0,Autumn,False,0.18589,top notch seller like new!...came quick...works great...highly recommend...no better deal anywhere!,True
ORD109144,ID4716795413,2022-08-15,Thompson,"[('Thunder line', 1), ('iAssist Line', 1), ('Universe Note', 1), ('Toshika 750', 2)]",16495,38.385,-37.818995,144.95308889999995,50,Winter,True,0.88062,five stars best phone i owned..very happy with this one,True
ORD468925,ID0384006483,2022-07-06,Bakers,"[('iAssist Line', 2), ('Olivia x460', 2), ('pearTV', 1)]",13210,75.93299999999999,-37.8002472,144.98809330000003,25,Winter,False,1.25376,everything ok everything ok i love!!!,True
ORD139366,ID3394726304,2022-01-08,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455,34.813,-37.814573,144.9547906,25,Summer,True,0.71123,light weight ....and easy touch-sensitive responding,True
ORD489784,ID2202858905,2022-06-30,Thompson,"[('Thunder line', 1), ('Alcon 10', 1), ('Universe Note', 1), ('iAssist Line', 1)]",16805,39.619,-37.8217657,144.9538903,50,Winter,True,1.17655,did not work the phone was nice but would not work on verizon contract. it was prepaid only. had to negotiate with them for a different phone.,True
ORD068884,ID0575374801,2022-03-02,Nickolson,"[('Universe Note', 1), ('pearTV', 1), ('iAssist Line', 2), ('Thunder line', 1)]",16390,67.019,-37.8193592,144.9838007,0,Autumn,False,1.25593,five stars love my phone...no activation issues and delivered as described...awesome phone!,True
ORD266087,ID2442297437,2022-05-04,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1)]",10865,58.338,-37.8175294,144.9523635,25,Autumn,True,0.71345,"tough love for my grandson this phone is built to survive. my grandson, a teen, needed a phone built to withstand his daily use. it arrived looking as if new. it set up easily. i am very pleased with its design.",True
ORD434009,ID0304186956,2022-04-28,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680,39.548,-37.8260331,144.9835017,25,Autumn,False,1.47999,"two stars it came as expected, but the battery only last 20 minutes if anything then it dies",False
ORD478760,ID0305106966,2022-03-22,Thompson,"[('Lucent 330S', 1), ('pearTV', 1), ('iStream', 2), ('iAssist Line', 1)]",10065,47.529,-37.8092418,144.9459876,25,Autumn,False,0.39363,it is used but it look brand new it is in a very good condition.,True
ORD475199,ID1985549817,2022-09-02,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1), ('Thunder line', 1), ('Lucent 330S', 2)]",20490,63.657,-37.802031,144.9666456,25,Spring,False,1.86148,"great phone at a good price. great phone, moved to android from pear and am happy. a few freezes but a restart helped.",True
ORD113140,ID1404216311,2022-09-30,Bakers,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,52.821,-37.800966,144.9870509,50,Spring,True,1.23619,love my droid 2 great phone,True
ORD226423,ID0591203865,2022-03-20,Thompson,"[('Universe Note', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('Thunder line', 2)]",17680,33.562,-37.8219347,144.9554417,50,Autumn,False,1.26688,lucent g6 llego todo perfecto,True
ORD179176,ID6167266595,2022-06-26,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",8205,39.134,-37.8094863,144.9639495,50,Winter,True,1.12728,100%recomendado buenísimo a mi primo le encanto y más por el estuche gratis que venía con el 🙈😁buen detalle,True
ORD472375,ID2457712046,2022-07-25,Bakers,"[('iAssist Line', 1), ('pearTV', 2), ('Alcon 10', 1)]",23795,79.721,-37.8044394,144.9785221,0,Winter,True,1.59449,great for the money! exellent product for the cost. a flagship phone with arguably the best camera on the market for around 500$. it came with all the stock pieces that would be included from google exept for headphines.,True
ORD351327,ID1132069624,2022-12-15,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('Toshika 750', 1), ('iStream', 2)]",13155,67.537,-37.8134616,144.944369,0,Summer,False,0.25314,five stars thanks so far so good,True
ORD008487,ID0723956949,2022-05-27,Bakers,"[('Olivia x460', 2), ('Thunder line', 1), ('Lucent 330S', 1)]",5860,59.649,-37.80236970000001,145.00459890000005,25,Autumn,True,1.18296,"some is good, more is better. size matters!... so make sure yours is bigger. this review doesn't matter to your decision. go to your search engine, search note 3 reviews, read the reviews and buy it because it's and awesome phone.",True
ORD277355,ID5402876149,2022-02-22,Nickolson,"[('Thunder line', 2), ('Olivia x460', 2), ('iAssist Line', 2), ('Lucent 330S', 1)]",12490,91.846,-37.8190503,144.9768798,0,Summer,True,0.64645,"this is a ""budget"" phone?!? this device has high end specs with a budget price! of course they have to cut corners on some things like not having edge-to-edge display or ip67/68 ratings, but overall it is a solid device.",True
ORD127460,ID1713460710,2022-05-10,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1)]",2090,60.164,-37.8094168,144.97222140000005,25,Autumn,True,1.04833,"five stars amazing phone, design very fancy camera i think one of the best around ! delivery perfect!",True
ORD238447,ID3215191990,2022-04-20,Thompson,"[('Lucent 330S', 2), ('pearTV', 1), ('Toshika 750', 1)]",13090,49.3155,-37.80580120000001,144.95221830000003,50,Autumn,False,0.88897,. fits my needs for a great price. i'm not that picky though,True
ORD130130,ID0591341189,2022-11-25,Nickolson,"[('iStream', 1), ('Candle Inferno', 1), ('Universe Note', 1)]",4030,102.87,-37.821204,144.9581619,0,Spring,True,1.04275,likes perfect,True
ORD188506,ID0775945819,2022-10-20,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Lucent 330S', 1), ('iStream', 1)]",12470,68.199,-37.8066608,144.96241469999995,0,Spring,False,1.46926,this is not an unlocked phone. this is not an unlocked phone. it was a sprint phone that was factory reset.,False
ORD029220,ID2421601607,2022-09-16,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",24940,45.323,-37.8244101,144.955135,50,Spring,True,1.42334,full of face dings and knicks not worth the money; way too many face dings and kicks! unreputable highly upset!,False
ORD029098,ID2614490986,2022-11-19,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",9555,82.471,-37.82861060000001,144.9881799,25,Spring,True,1.98146,cool device well i must say it cool for the amount bought,True
ORD395292,ID1994687832,2022-10-14,Thompson,"[('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",16900,45.732,-37.79942970000001,144.9508937,50,Spring,True,1.51212,"one star battery blew up, not too impressed",False
ORD423410,ID0781109215,2022-01-07,Bakers,"[('pearTV', 2), ('Olivia x460', 1)]",13845,85.494,-37.8172189,145.0162981,0,Summer,False,2.01954,love it love it,True
ORD267795,ID4655086242,2022-04-06,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Universe Note', 2)]",12580,47.141,-37.8107504,144.9458992,25,Autumn,False,0.23748,great phone phone came almost brand new.. not even a scratch..,True
ORD060932,ID0608962168,2022-11-28,Bakers,"[('iAssist Line', 2), ('Candle Inferno', 2)]",5310,48.798,-37.8036975,145.0091654,25,Spring,False,1.41184,"i have a problem because the screen broke, i ... i have a problem because the screen broke, i whant to know if the warranty cover that, because i did not buy screensaver because the screen was resistant to everything.",False
ORD199720,ID0332544866,2022-12-01,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('Olivia x460', 2)]",16300,37.56,-37.8101114,144.94988899999996,50,Summer,True,0.37793,one star turns itself off even when fully charged and didn't show calls known to be missed,False
ORD319287,ID0591266434,2022-12-07,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780,74.244,-37.8251142,144.9561678,25,Summer,True,1.38258,"i absolutely love it! phone came in generic box, but all accessories are olivia brand. phone looks and performs like a brand new phone. i am so happy i bought this phone",True
ORD061010,ID0294620418,2022-06-30,Nickolson,"[('Thunder line', 1), ('Universe Note', 1), ('pearTV', 2), ('Toshika 750', 2)]",26890,24.424,-37.8189898,144.963902,50,Winter,False,0.49869,not international unlocked !! it is not unlocked !! it was verizon system,False
ORD070674,ID0319157174,2022-03-25,Nickolson,"[('Toshika 750', 2), ('pearTV', 2)]",21260,49.761,-37.807011,144.9666602,25,Autumn,False,1.31432,three stars would have been nice to receive the instruction booklet along with the order.,True
ORD140626,ID2177124621,2022-01-15,Nickolson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675,70.638,-37.8153134,144.95963600000005,25,Summer,True,0.94533,the best smart phone the best smart phone,True
ORD493726,ID0248746695,2022-01-13,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1)]",13950,51.513,-37.8130824,144.9927179,25,Summer,False,0.40856,the poor mans alcon! great phone! does everything i need and so much more that i can't even figure it all out after 3 weeks.,True
ORD374555,ID0723964996,2022-03-27,Bakers,"[('iStream', 1), ('Lucent 330S', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",5490,49.817,-37.8038322,145.00564730000005,25,Autumn,False,1.14451,a wonderful gift for a friend i purchase this phone as a gift for my friend and he really loves the phone,True
ORD192574,ID0030942992,2022-01-07,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810,35.983,-37.8071832,144.950629,50,Summer,False,0.68667,"i purchased thunder about 2 weeks ago , i love this product, i would definitely recommend",True
ORD373624,ID0242400158,2022-09-27,Thompson,"[('Olivia x460', 2), ('Alcon 10', 1)]",11400,112.138,-37.823838,144.9266665,0,Spring,True,2.18253,note 9 is amazing!! best note so far,True
ORD376001,ID0589133757,2022-04-12,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",33360,79.444,-37.81107960000001,144.9722595,0,Autumn,True,0.86984,"good phone minor imperfections had a few surface scratches and one deeper cut (which i knew was a possibility, but was still a little disappointed), but all in all it has been an awesome phone!",True
ORD062271,ID0582560131,2022-12-17,Nickolson,"[('pearTV', 1), ('Alcon 10', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",29800,94.945,-37.82182150000001,144.9791776,0,Summer,True,0.91955,five stars this phone is great. recommend to anyone looking for a stylish 2015 phone.,True
ORD496148,ID2567155992,2022-01-22,Bakers,"[('iAssist Line', 1), ('Toshika 750', 1), ('pearTV', 2)]",19165,102.838,-37.803444,145.0109935,0,Summer,True,1.56639,"note 4 rocks can't say enough about this phone, love it.",True
ORD065487,ID0560989015,2022-11-02,Thompson,"[('Thunder line', 2), ('Olivia x460', 1), ('Alcon 10', 1)]",14535,43.493,-37.8203031,144.94651230000005,50,Spring,True,0.85075,phone cannot be hooked up to verizon took them to ... phone cannot be hooked up to verizon took them to the verizon office twice the seller has been absolute scrap,False
ORD292349,ID3094967065,2022-02-14,Thompson,"[('Universe Note', 2), ('Toshika 750', 1), ('iAssist Line', 1), ('iStream', 2)]",13745,50.71,-37.8019292,144.9367901,0,Summer,True,1.49921,"once taking time to install google play store, it functioned as good as any other android tablet. the down side is camera which doesn't produce clear pictures.",True
ORD205776,ID0363973195,2022-12-17,Bakers,"[('iAssist Line', 1), ('Alcon 10', 2)]",20125,46.307,-37.8032475,144.9890489,50,Summer,True,0.9274,five stars arrived even better than i expected. looked brand new! love my new (to me) phone.,True
ORD379995,ID0579482315,2022-11-13,Thompson,"[('Lucent 330S', 1), ('pearTV', 2), ('Alcon 10', 1), ('Thunder line', 2)]",27160,56.575,-37.8164981,144.95036330000005,25,Spring,False,0.51499,battery life is very good. works fine for me,True
ORD183606,ID1463620643,2022-10-30,Bakers,"[('iAssist Line', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",11270,81.769,-37.8178416,145.0077888,0,Spring,False,1.40787,"beautiful screen i hesitated switching to a larger phone, but i've been so happy with this universe note 9. the pen is especially nice, especially for taking impromptu notes. the screen is beautiful.",True
ORD131414,ID0247417839,2022-04-04,Nickolson,"[('Universe Note', 2), ('Olivia x460', 1), ('iStream', 2)]",8425,47.846,-37.8181208,144.9693491,0,Autumn,False,0.05569,"very disappointing. bought this phone to use abroad. ... very disappointing. bought this phone to use abroad. tried using an international sim when i arrived at the airport, and it did not recognize the new network. supposedly unlocked.",False
ORD450695,ID5002594923,2022-12-28,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('pearTV', 1)]",25435,34.618,-37.812314,144.9519583,50,Summer,False,0.43184,excellent phone excellent. worked perfectly with straighttalk even if locked with att.,True
ORD071619,ID0131221774,2022-02-03,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Alcon 10', 1)]",16280,47.377,-37.8136563,144.9612615,50,Summer,True,0.91303,great product! fast shipping! great product!,True
ORD064418,ID1560149466,2022-02-11,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('iAssist Line', 1)]",19305,37.029,-37.8152021,144.9368419,50,Summer,False,0.9424,great replacement rather than getting a new phone works exactly as desribed and expected. this was a replacement for the same phone that would no longer hold a charge.,True
ORD012620,ID2347007258,2022-04-05,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Toshika 750', 2), ('pearTV', 1)]",23760,34.573,-37.8238502,144.9836936,50,Autumn,False,1.37432,"i love this phone so much i love this phone so much! smooth interface, amazing low light camera, and for the price, this is an amazing deal! a definite buy!",True
ORD301932,ID0844496107,2022-07-05,Thompson,"[('iStream', 1), ('Thunder line', 1)]",2330,113.64000000000001,-37.8196075,144.95202769999997,0,Winter,True,0.88656,five stars love the phone so far...have only had it for a week though.,True
ORD317078,ID0575552824,2022-08-01,Nickolson,"[('iStream', 1), ('Candle Inferno', 1)]",580,51.268,-37.8261978,144.9860149,25,Winter,True,1.67692,"time for a new phone att data dont work on verizon lite, phone service only works with wifi.",False
ORD335601,ID0250480655,2022-09-06,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455,30.273,-37.8108189,145.003222,50,Spring,False,0.70863,"2g performance for the money i spent for the phone, i was expecting a higher performing phone. i was disappointed to find that it has only a 2g capability.",False
ORD005550,ID0356077541,2022-08-13,Bakers,"[('Olivia x460', 2), ('Universe Note', 1)]",5900,31.575,-37.8085692,144.9925145,50,Winter,False,0.28696,love this phone just got the red phone and man this has to be the best phone i have owned. i had the 900 but this is extremely fast and fluid. the only downside i would have would be weight but i really don't notice that much its awesome.,True
ORD120541,ID0233315133,2022-11-24,Nickolson,"[('Thunder line', 1), ('pearTV', 2)]",14800,88.533,-37.7999603,144.9736911,0,Spring,False,2.10607,four stars great so far,True
ORD367594,ID2457712017,2022-07-24,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('Olivia x460', 2), ('Universe Note', 2)]",11010,62.34,-37.8024849,144.9754115,25,Winter,True,1.86592,"renewed is great my pixel went into the lake. i didn't know what to expect from ""renewed"" phone. i can't tell it from new and the price was terrific. i own it and still have an upgrade waiting if i want to use it.",True
ORD282910,ID0153690926,2022-03-03,Bakers,"[('pearTV', 1), ('Thunder line', 1), ('Olivia x460', 2)]",10940,81.627,-37.7997523,145.00938380000005,0,Autumn,True,1.68806,great seller. great phone. very fast delivery.,True
ORD048336,ID0267315661,2022-11-08,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Thunder line', 1)]",6780,29.34,-37.8227448,144.9717489,50,Spring,False,0.50074,"my universe s6 g920 doesnt working properly, my universe s6 g920 doesnt working properly, when i put the 4g network then i can not out going or incoming call",False
ORD225530,ID2187770696,2022-11-13,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 1)]",3085,57.127,-37.8116027,144.96475769999995,25,Spring,False,0.88517,grewt buy phone came fast and in excellent shape. couldn't be happier,True
