order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD050607,ID0202447266,2022-12-08,Thompson,"[('iAssist Line', 2), ('iStream', 2), ('Toshika 750', 2)]",13390,41.46,-37.801668,144.9340138,50,Summer,False,1.67902,a little more space on outer edges would be great. i only use it for gaming and have had 1 real problem. at times it kicks me out of the game (popular game from ew) otherwise great for what i do. needs more security. but overall good purchase for less than 100$.,True
ORD280266,ID0145220183,2022-06-30,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 2)]",6910,48.659,-37.81731170000001,144.95843019999995,25,Winter,True,0.9883,buen producto funciona perfecto en las redes de colombia!!!,True
ORD481818,ID5668009842,2022-02-17,Bakers,"[('Olivia x460', 2), ('iAssist Line', 1), ('iStream', 2), ('Universe Note', 2)]",11875,41.366,-37.8110215,145.015575,50,Summer,False,1.79271,"overall good phone for the value.. it'd be best to gain knowledge about this phone off of a tech youtube channel rather than here. i switched from the xiaomi mi mix 3 to this phone and honestly i haven't seen any shifts in performance from the sd845 to the sd730g, they basically feel the same.",True
ORD146775,ID0419481490,2022-06-15,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",8865,77.59,-37.8182368,144.99615319999995,0,Autumn,True,0.9209,this is the perfect tablet for my purposes. easy to use and the perfect size. not too large and not too small.,True
ORD485089,ID2700682440,2022-01-01,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770,93.088,-37.8236668,144.9770017,0,Summer,True,0.86486,"this is the best device i have found for my e-books. i know it can be used for a lot more, but it is my library in my hand.",True
ORD383450,ID6167417949,2022-07-14,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Toshika 750', 1)]",7360,38.471,-37.8141304,144.96319640000004,50,Winter,True,0.74784,awesome phone! i like the phone. its slim and nice. decent camera quality.,True
ORD293128,ID0145235154,2022-01-09,Nickolson,"[('iAssist Line', 1), ('iStream', 1), ('Alcon 10', 2)]",20275,55.445,-37.81648300000001,144.9591881,25,Summer,False,0.94112,"hoping for an updated hdx candle, but settled for this. enjoy the expanded sd slot.",True
ORD355238,ID0634775866,2022-05-07,Thompson,"[('Toshika 750', 1), ('Universe Note', 1)]",7770,32.814,144.9366701,-37.815178,50,Autumn,False,0.95605,four stars great case fit great,True
ORD313212,ID0579498250,2022-08-30,Thompson,"[('iStream', 1), ('Universe Note', 2), ('Toshika 750', 2), ('Olivia x460', 1)]",16915,61.482,-37.8142019,144.94947140000005,0,Winter,False,0.27129,just as described arrived just as described. has been working fine since purchase.,True
ORD452663,ID0419481486,2022-10-19,Bakers,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090,77.557,-37.8189582,144.99080930000005,25,winter,True,1.07077,"good purchase. great product, fast shipping, works well and description was accurate.",True
ORD213467,ID6167413268,2022-10-20,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",16280,75.929,-37.8143429,144.9632356,25,Spring,True,0.72971,good purchase it was like new and haven't had any issues,True
ORD393879,ID0349920136,2022-10-01,Bakers,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",13065,52.419,-37.8181824,145.00399109999995,50,Spring,True,1.19321,five stars my daughter loved the gift,True
ORD076325,ID0845692519,2022-01-06,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 2), ('Alcon 10', 1)]",13590,87.244,-37.819959,144.968404,0,Summer,True,0.18228,good product i like it,True
ORD015479,ID6167236643,2022-02-01,Thompson,"[('Alcon 10', 1), ('iStream', 1)]",9100,71.331,-37.8135903,144.9572938,25,Summer,True,0.90498,great fast delivery and the product works great!,True
ORD192644,ID0597455909,2022-09-11,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Toshika 750', 1)]",10930,99.553,-37.8142097,144.9649909,0,Spring,True,0.63175,this has been perfect for being able to see my canary cameras and that’s exactly what i wanted! i have been happy with all my iassist’s because we have several and this is a great addition.,True
ORD176723,ID5406376908,2022-10-23,Thompson,"[('iAssist Line', 2), ('Olivia x460', 2), ('iStream', 2)]",7200,34.52,-37.7994897,144.963079,50,Spring,False,2.03382,"images burnt in screen when i took my phones in to get my information transferred the guy told me that there was a couple of images ""burnt"" into my screen. they were very light and since everything was transferred i left it. not very happy. the ad said they are inspected by qualified people.",False
ORD135288,ID0207093529,2022-08-10,Bakers,"[('Alcon 10', 2), ('Thunder line', 1), ('Toshika 750', 2), ('pearTV', 1)]",35030,66.776,-37.8010486,145.0043017,0,Winter,False,1.27607,"good looking phone. i loved it, i purchased it for my daughter and she is very happy with it. what i like most about the phone is how clear the images are. when i watch videos it's like watching tv.",True
ORD013049,ID3887190865,2022-03-10,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 1)]",4675,38.886,-37.8169773,144.97688290000005,50,Autumn,True,0.66942,five stars excelent product. the best of olivia.,True
ORD202288,ID0033675682,2022-07-13,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Universe Note', 2)]",11500,51.462,-37.8067516,144.9643373,25,Winter,False,1.39583,but it is fun too. it is not very loud and i ... it is a steep learning curve expecially for oldsters of diminishing capacity; but it is fun too. it is not very loud and i cannot really get the volume any higher no matter what i've tried.,True
ORD056310,ID0233255310,2022-11-19,Bakers,"[('pearTV', 2), ('Olivia x460', 1)]",13845,34.202,-37.8008493,144.980357,50,Spring,False,1.6578,didn't connect to my mobile network phone wouldn't connect to my mobile network. i was forced to return it.,False
ORD234172,ID3215192032,2022-09-13,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2), ('iStream', 1)]",13240,28.935,-37.8088537,144.9469016,50,Spring,False,0.42543,one star phone stoped working,False
ORD298748,ID2288769416,2022-08-05,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",2885,60.226,-37.80197860000001,145.00339730000005,25,Winter,True,1.14554,great overall experience and purchase. fair price. great product. fast shipping.,True
ORD117091,ID0591258553,2022-06-12,Thompson,"[('iAssist Line', 2), ('pearTV', 2)]",17070,32.139,-37.8239999,144.9537655,50,Winter,True,1.39159,"i wanted a candle with a light feature for reading in bed at night. had i done my homework, i would have purchased a candle with more bells and whistles.",False
ORD195142,ID6167289295,2022-04-15,Nickolson,"[('Olivia x460', 2), ('iStream', 1), ('Thunder line', 2)]",6960,33.002,-37.8094765,144.9638006,50,Autumn,False,1.13404,great tablet for a kid enjoys very much would buy again,True
ORD084429,ID2776396941,2022-08-14,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 1)]",3410,58.485,-37.8130868,144.9634825,25,Winter,True,0.81287,best buy for the buck does almost everything a top end phone does very please with this product,True
ORD474280,ID5002595007,2022-07-19,Thompson,"[('Universe Note', 1), ('Thunder line', 2)]",7810,59.295,-37.8128968,144.95189150000004,0,Winter,True,0.42484,not unlocked this phone was not unlocked. it was just for t-mobile. good customer service but wrong description.,False
ORD065473,ID0746912861,2022-05-12,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",8135,50.595,-37.8247274,144.98488989999996,25,Autumn,False,1.51169,five stars best,True
ORD091015,ID5402876203,2022-04-18,Nickolson,"[('iStream', 2), ('pearTV', 2), ('Lucent 330S', 1)]",14150,66.181,-37.8217389,144.9779324,0,Autumn,False,0.81588,"best value for money like new alcon. was a present to my wife, she loves it. thank you",True
ORD219444,ID0576834657,2022-11-29,Bakers,"[('Olivia x460', 2), ('iAssist Line', 2)]",6900,39.266,-37.8189685,144.98499840000005,50,Spring,False,1.34442,amazing phone for the price. i've had it for a while now and really like it. works great. awesome battery live compared to my old htc one m7.,True
ORD079955,ID3215191993,2022-08-21,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('Universe Note', 2), ('Thunder line', 1)]",19710,48.363,-37.8052516,144.9498659,25,Winter,False,0.862,five stars todo ok.,True
ORD035685,ID0589747750,2022-01-20,Thompson,"[('pearTV', 1), ('iAssist Line', 1), ('Lucent 330S', 2), ('Candle Inferno', 2)]",11855,78.715,-37.8213485,144.95376130000002,0,Summer,True,1.1309,"stopped working bad luck, 1 week using, and touch stopped working. i had to return the phone..",False
ORD101643,ID0579399006,2022-10-24,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Candle Inferno', 2)]",4315,36.343,-37.81846029999999,144.97359640000005,50,winter,False,0.35605,what i think about my new phone because i could'nt update it and shuffle background by facebook but i like it .it very cute and nice so it keep it,True
ORD288705,ID4927643643,2022-05-14,Thompson,"[('Olivia x460', 2), ('Thunder line', 1), ('pearTV', 1)]",10940,82.455,-37.8062874,144.9328554,0,Autumn,True,1.43801,i have never been more satisfied with a product. perfect introduction to iassist.,True
ORD284389,ID0781093034,2022-03-12,Thompson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820,25.38,-37.80311470000001,144.9496683,50,Autumn,False,1.08831,"poor battery life nice phone, sleek, but poor battery life, drains in about 10 hours.",False
ORD315176,ID0387266410,2022-10-23,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 1)]",5180,76.131,-37.8105115,144.95485459999998,25,Spring,True,0.72576,five stars very nice smartphone!!! the photos are wonderful! fotos muito boas e aparelho fenomenal!,True
ORD294258,ID0746917967,2022-09-04,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('iAssist Line', 1), ('Toshika 750', 1)]",21805,40.175,-37.8246995,144.98476630000005,50,Spring,False,1.50059,five stars i love my phone,True
ORD494589,ID0260907254,2022-05-19,Bakers,"[('Olivia x460', 2), ('Universe Note', 1), ('Thunder line', 2), ('Lucent 330S', 2)]",12720,84.71,-37.82490410000001,145.0086064,0,Autumn,True,2.03401,good phone for using as a delivery driver good phone for using as a delivery driver. there are many times i have to call the person accepting the delivery..so not having to use my personal phone works out for me..its only for verizon but for 15 bucks a month prepaid im getting unlimited calls,True
ORD445894,ID3394726642,2022-09-13,Nickolson,"[('Olivia x460', 1), ('iStream', 2)]",1525,45.55,-37.8143721,144.9631478,25,Spring,False,0.73351,terrible....do not buy this was a terrible phone. it does not work with at&t. i was in the store and on the phone for hours! no-one could get it working with the network. do not buy! i am returning the phone and now i have nothing!,False
ORD070675,ID2171141870,2022-08-13,Bakers,"[('Toshika 750', 2), ('iStream', 1)]",8790,74.316,-37.8253236,145.0124101,0,Winter,False,2.27882,five stars great buy,True
ORD415855,ID4297530200,2022-04-29,Bakers,"[('Candle Inferno', 2), ('Universe Note', 1), ('iAssist Line', 2), ('Toshika 750', 1)]",13080,67.831,-37.8021782,144.9837011,0,Autumn,False,1.33636,google is the best great phone! camera quality is far superior than any alcon. i had the pixel before now the pixel 2. i will continue to stay with the google phone.,True
ORD304929,ID0471259500,2022-09-05,Thompson,"[('Thunder line', 1), ('pearTV', 2), ('iStream', 1), ('Lucent 330S', 2)]",17410,76.458,-37.8049954,144.9476554,25,Spring,True,0.85623,nice phone nice phone did have a few nicks other than that its a nice phone the phone cover hide the nicks,True
ORD099676,ID5097332479,2022-09-12,Nickolson,"[('Thunder line', 2), ('iAssist Line', 2), ('Universe Note', 2), ('pearTV', 2)]",28330,105.003,-37.8221978,144.9568072,0,Spring,True,1.19021,this is my second candle. love size of screen and it is super light. great camera.,True
ORD177330,ID0294625488,2022-01-04,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('pearTV', 1), ('Thunder line', 1)]",10945,34.973,-37.8191593,144.9643655,50,Summer,False,0.46029,"good seler, i het the same ohone from another one and needed to sen it back akl in scraches very good condition.amost like new recommendation to all",True
ORD086482,ID0781091923,2022-07-06,Bakers,"[('pearTV', 1), ('Toshika 750', 1), ('Candle Inferno', 2)]",11490,52.029,-37.8125191,145.0132056,25,Winter,False,1.60543,"good phone, but battery doesnt hold up only had the phone 1 month and it wont hold a charge very well.",True
ORD015396,ID0576868762,2022-02-02,Bakers,"[('Thunder line', 1), ('Alcon 10', 1), ('pearTV', 2), ('iStream', 2)]",24050,100.193,-37.8243823,144.9903858,0,Summer,True,1.65716,i love the note product it makes my life easier very please with my purchase considering that the note 5 is on back order with olivia and i had to give my note 7 back. i love the note product it makes my life easier!!,True
ORD419290,ID4754200369,2022-07-25,Thompson,"[('pearTV', 2), ('iStream', 1)]",12770,33.654,-37.8150169,144.9276057,50,Winter,True,1.73139,"is not unlocked i bought and paid for an unlocked phone and was sent an at&t phone, and i can't access the apn settings to make my sim card work,.",False
ORD200198,ID1495248920,2022-02-07,Nickolson,"[('Universe Note', 1), ('Olivia x460', 1), ('iAssist Line', 1), ('iStream', 2)]",7200,35.36,-37.8194063,144.9638025,50,Summer,False,0.5135,"four stars absolutely love olivia devices, everything has it's but i would never not be a olivia user.",True
ORD229575,ID0579410329,2022-03-10,Nickolson,"[('Thunder line', 1), ('pearTV', 2)]",14800,32.766,-37.8220486,144.96757309999995,50,Autumn,False,0.42196,meh. it's alright better than an ithing,True
ORD057939,ID5957906928,2022-06-24,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540,52.021,-37.8055329,144.9734372,25,Winter,False,1.49366,"i personally like a heavier feel so this one is very nice the weight, glass, feel and the camera are outstanding. i personally like a heavier feel so this one is very nice. ant the build quality and finish are outstanding!",True
ORD001834,ID0206204614,2022-05-08,Thompson,"[('iStream', 1), ('iAssist Line', 2)]",4600,40.202,-37.8165285,144.9282096,25,Autumn,False,1.71312,had to spend 2 hours on line to make it work on line.,False
ORD430335,ID6197209830,2022-06-25,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545,79.962,-37.8172419,144.93174,0,Winter,True,1.44077,great phone great phone for the cost got it at was brand new as said no fault what so ever will definitely use this seller for phone again...,True
ORD089074,ID0844461604,2022-01-30,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",10425,54.165,-37.8209652,144.9473885,25,Summer,False,0.92347,good better than expected,True
ORD160259,ID5402876537,2022-10-26,Nickolson,"[('Lucent 330S', 2), ('pearTV', 2), ('Candle Inferno', 2)]",15940,101.17,-37.8210658,144.9770455,0,Spring,True,0.71411,"great phone. its fast and is the full package ... great phone. its fast and is the full package as a smartphone. what extremely irked me, was the dastardly slow and useless service this phone seemed to receieve. and if that wasnt enough the head phone jack ceased to work after a single month.",True
ORD457744,ID0588191344,2022-07-18,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Candle Inferno', 2), ('pearTV', 2)]",32610,47.38,-37.8142023,144.9729142,25,Winter,False,0.57147,"battery condition really good, no screen scratches phone came in 9.8/10 condition, everything working so far, battery condition really good, no screen scratches, i recommend buying from this seller",True
ORD420012,ID0207085717,2022-03-04,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",21585,61.768,-37.814424,145.0149411,25,Autumn,True,1.802,"big fan of the huawei mate 10 pro great phone! the battery life is amazing, and the camera is outstanding. it offers 128gb of storage, and 6gb of ram. i love my phone!",True
ORD312613,ID2133726644,2022-07-25,Thompson,"[('iStream', 1), ('Candle Inferno', 1), ('pearTV', 2), ('Olivia x460', 1)]",14425,71.845,-37.8119639,144.94564119999995,0,Winter,True,0.14832,quality just ok,True
ORD341675,ID0589449502,2022-04-30,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",10765,49.596,-37.80943660000001,144.97276680000004,25,Autumn,False,1.05798,the inferno hd is great for reading candle books . its pretty slow for surfing the web. if your looking for a great candle this is it. i would not recommend this for surfing the web.,True
ORD278942,ID0137154180,2022-11-14,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Olivia x460', 1)]",5885,59.013,-37.8020328,144.94463249999995,25,Spring,False,1.20368,"extremely good! this phone is worth every penny, just buy it! perfect camera, perfect body to screen ratio, great performace. i even had to turn off the face recognition due every time i wanted to change a song i ended up unlocking the phone haha.",True
ORD208006,ID0387266410,2022-07-06,Nickolson,"[('pearTV', 1), ('Alcon 10', 2), ('Thunder line', 2)]",28570,37.637,-37.8105115,144.95485459999998,50,Winter,True,0.72576,"value for money. like new as described, refurbished but like new. good support from seller",True
ORD141318,ID2193369809,2022-08-06,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('pearTV', 1), ('Lucent 330S', 1)]",10195,73.652,-37.81555720000001,144.96642659999995,0,Winter,True,0.43571,awesome the phone was exactly as expected and is a very good deal considering the price,True
ORD329388,ID0259159111,2022-06-02,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",25350,36.958,-37.8229075,144.9711835,50,Winter,True,0.50106,good quality mostly a very good cellphone!!!,True
ORD418416,ID0594192913,2022-08-18,Thompson,"[('iAssist Line', 2), ('pearTV', 1)]",10760,30.957,-37.8167802,144.96593700000003,50,Winter,False,0.37658,awesome phone! awesome phone! i upgraded to the max from the laser. digico wins again on pricing and service.,True
ORD186916,ID0122749676,2022-07-27,Thompson,"[('iStream', 1), ('Candle Inferno', 1)]",580,61.774,-37.81347720000001,144.9409691,0,Winter,True,0.54384,"not compatible with my system , free telephone from government. i lke this phone . but not compatible with my system,will not work .",True
ORD367350,ID1888340733,2022-12-25,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2), ('pearTV', 2)]",20380,98.508,-37.7953144,144.99374550000005,0,Summer,True,1.63955,"best phone best phone ever!! way better than the universe and alcons. super fast, battery lasts, and just overall amazing.",True
ORD068718,ID0248266235,2022-11-23,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('pearTV', 1)]",15380,70.416,-37.8272185,144.98814319999997,25,Spring,True,1.89582,it desn't work it doesn't work with verizon like they say and i am having problems trying to return it,False
ORD200434,ID6167266655,2022-12-05,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",30990,30.092,-37.8097651,144.9638494,50,Summer,False,1.10342,"major shock, locked in obsolete os major shock! unlike other lumia's including 635, this one is locked into an obsolete os, and refuses to upgrade to win10. also, logos and apps from old carrier interfere with operating, popping logos, or other wise messing with normal use.",False
ORD280412,ID6167357857,2022-08-13,Nickolson,"[('Toshika 750', 1), ('Universe Note', 1), ('Lucent 330S', 2)]",10230,44.844,-37.81106,144.9727426,25,Winter,True,0.88449,"buyer's remorse terrible battery life, with volume at 100% i could hardly hear conversations, it came with att apps that couldn't be deleted. moving from my s5 ( highly rated still) was a downgrade. i' m back on my s5",False
ORD151620,ID0664379337,2022-06-15,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1)]",7770,55.274,-37.8203302,144.96563909999998,25,Winter,True,0.39451,five stars great !!!!!!! no complaints !!!!,True
ORD409395,ID0255059521,2022-05-31,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2), ('Universe Note', 2)]",26980,64.106,-37.812584,144.97261569999995,0,Autumn,False,0.72136,ok ok,True
ORD056450,ID6167417909,2022-02-23,Thompson,"[('iStream', 1), ('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",6060,43.087,-37.8168159,144.9538169,25,Summer,False,0.75154,"dont purchase from this ""company"" dont buy this product from this ""company""",False
ORD479539,ID1458418027,2022-05-21,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Universe Note', 1)]",6855,41.383,-37.8193363,145.00731480000005,50,Autumn,True,1.48663,amazing it is an amazing phone for an amazing price and comes with charger and headphones which is an amazing i love it awesome buy.,True
ORD099287,ID4754200395,2022-03-18,Thompson,"[('Toshika 750', 2), ('iStream', 2), ('iAssist Line', 1), ('Universe Note', 1)]",14615,62.101,-37.8161428,144.9287483,25,Autumn,True,1.65677,"this was the perfect tablet for my wife for christmas, she loves it. easy to navigate and plenty of room for her favorites!",True
ORD350799,ID0332797496,2022-06-13,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Universe Note', 2)]",10305,57.297,-37.8085721,145.0042747,25,Winter,True,0.81092,four stars powerful and responsive. wish it had a micro sd card slot,True
ORD050598,ID0331415845,2022-11-25,nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2), ('Thunder line', 1), ('Alcon 10', 2)]",25390,82.803,-37.8223751,145.00509499999995,25,Spring,True,1.62823,at this price point it is very good. but having being used ipad the display doesnt look sharp. digico app store lacks content. overall good for my 9 yr old.,True
ORD376806,ID6138708862,2022-09-16,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 2)]",19130,107.767,-37.8014312,144.9797686,0,Spring,True,1.66092,"great phone great phone for price...refurbished but looked like new, no issues so far, completely unlocked and working perfectly",True
ORD268813,ID0331164381,2022-01-27,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",15970,41.717,-37.7999471,144.9693825,50,Summer,False,2.07588,well worth the money. i love this device.,True
ORD034384,ID1479905377,2022-06-06,Nickolson,"[('Toshika 750', 2), ('pearTV', 1), ('Lucent 330S', 1)]",16180,33.613,-37.820608,144.9571782,50,Winter,False,1.11083,"great price for a note 9 beautiful phone, fast shipping with gold.",True
ORD328582,ID1479897546,2022-16-03,Nickolson,"[('Universe Note', 1), ('Thunder line', 2)]",7810,49.422,-37.8200704,144.9583427,25,Autumn,False,0.99919,reliable good cheap replacement for wife's old phone,True
ORD383041,ID0367849063,2022-12-25,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330,64.154,-37.8005063,144.9647032,25,Summer,False,2.05822,did not work well with sprint i wish it had worked with sprint its a pretty phone though.,True
ORD250829,ID2885195903,2022-01-07,Nickolson,"[('pearTV', 2), ('Olivia x460', 2)]",15070,102.421,-37.8048421,144.9713149,0,Summer,True,1.53877,great phone exactly what i wanted a basic phone! works great. i recommend this phone if you don't want/need all the bells and whistles that come with today's phones.,True
ORD120751,ID0257485943,2022-06-01,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Universe Note', 1), ('Candle Inferno', 1)]",12640,56.639,-37.823433,144.9688509,25,Winter,True,1.73139,five stars worked like new,True
ORD156420,ID5648622174,2022-03-25,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('iStream', 2), ('Olivia x460', 1)]",23095,62.465,-37.8000414,144.9636496,25,Autumn,True,2.02578,arrived early and just as described. we purchased this olivia universe s5 with great results. it arrived early and just as described! will definitely purchase from this seller again.olivia universe s5 g900v verizon 4g lte smartphone w/ 16mp camera - black,True
ORD439336,ID2288769475,2022-11-18,Bakers,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",9130,104.942,-37.8019971,145.00345349999995,0,Spring,True,1.14704,this works great. i read a lot and i needed something that would handle all my ebooks. it has all the other bells and whistles as any tablet but i use it for the ebooks and one game. excellent!,True
ORD408391,ID2385153634,2022-12-21,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('iStream', 1), ('Lucent 330S', 1)]",9140,59.027,-37.8008223,144.94175669999996,25,Summer,False,1.3995,battery life is minimal the phone works excellent except for the battery. the charge depletes fairly quickly. make sure you have a charging cable with you wherever you go. all-in-all though a good buy.,True
ORD402276,ID2810279743,2022-06-09,Bakers,"[('Alcon 10', 2), ('Thunder line', 2), ('iAssist Line', 2)]",26710,59.201,-37.8169154,144.9881339,25,Winter,True,0.99142,"really good, if anything goes wrong because i frequently bang ... olivia j5, wow !!! , thin, light and deff fast enough for me, price, really good, if anything goes wrong because i frequently bang up y phone i would deff buy another",True
ORD280535,ID0702352971,2022-02-18,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Candle Inferno', 1), ('Alcon 10', 2)]",25530,68.681,-37.8071248,144.94409,25,Summer,True,0.6709,like new condition. works well like new condition. works well,True
ORD364374,ID2950822815,2022-05-15,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('iStream', 2)]",17890,63.994,-37.8196878,144.9616544,0,Autumn,True,0.70496,phone is static i didn’t use the phone for a day and it’s already malfunctioning,False
ORD352943,ID6167266635,2022-08-27,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 2)]",6900,68.052,-37.8070748,144.962652,0,Winter,False,1.41868,great purchase this phone was in way better condition than i thought i'd get when buying used. it was well worth the cost. so far works well and i'm happy with my purchase.,True
ORD126348,ID0164077673,2022-12-20,Thompson,"[('iAssist Line', 2), ('Alcon 10', 1), ('Lucent 330S', 2)]",15860,72.733,-37.8155895,144.9545846,0,Summer,False,0.73636,"good value for the money very nice, looks almost brand new.. battery capacity is however 87%,nice phone tho.",True
ORD079892,ID3810637325,2022-09-18,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('Universe Note', 2), ('Thunder line', 2)]",14570,78.055,144.9428011,-37.8209574,25,Spring,True,0.99562,five stars work perfectly in costa rica,True
ORD250180,ID3123220997,2022-12-02,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",14550,47.363,-37.8150435,144.9573244,50,Summer,True,0.93969,"wow, buy one you'll not be disappointed i bought this and have not regretted it for a moment. everyone is amazed at what this phone can do.",True
